"4o. Agrupamento","Descrição","Crédito","Emissão","Valor"
"Cart Visa Credito Pagseguro","NFC-e 000022448",,"20/07/2019","789,01"
"Cart Visa Credito Pagseguro","NFC-e 000022450",,"20/07/2019","1500"
"Cart Visa Credito Pagseguro","NFC-e 000022254",,"20/07/2019","299"
"Cart Visa Credito Pagseguro","NFC-e 000022272",,"21/07/2019","479,01"
"Cart Visa Credito Pagseguro","NFC-e 000022264",,"21/07/2019","378,4"
"Cart Visa Credito Pagseguro","NFC-e 000022298",,"21/07/2019","579,01"
"Cart Visa Credito Pagseguro","NFC-e 000022300",,"21/07/2019","186,1"
"Cart Visa Credito Pagseguro","NFC-e 000022281",,"21/07/2019","73,64"
"Cart Visa Credito Pagseguro","NFC-e 000022463",,"21/07/2019","95,97"
"Cart Visa Credito Pagseguro","NFC-e 000022302",,"22/07/2019","234,46"
"Cart Visa Credito Pagseguro","NFC-e 000022473",,"22/07/2019","350"
"Cart Visa Credito Pagseguro","NFC-e 000022315",,"22/07/2019","539,5"
"Cart Visa Credito Pagseguro","NFC-e 000022485",,"23/07/2019","1143,51"
"Cart Visa Credito Pagseguro","NFC-e 000022319",,"23/07/2019","1320,17"
"Cart Visa Credito Pagseguro","NFC-e 000022322",,"23/07/2019","10"
"Cart Visa Credito Pagseguro","NFC-e 000022486",,"23/07/2019","122,72"
"Cart Visa Credito Pagseguro","NFC-e 000022328",,"23/07/2019","94,78"
"Cart Visa Credito Pagseguro","NFC-e 000022341",,"23/07/2019","379,01"
"Cart Visa Credito Pagseguro","NFC-e 000022346",,"23/07/2019","206,82"
"Cart Visa Credito Pagseguro","NFC-e 000022349",,"24/07/2019","116,58"
"Cart Visa Credito Pagseguro","NFC-e 000022354",,"24/07/2019","194,32"
"Cart Visa Credito Pagseguro","NFC-e 000022364",,"24/07/2019","499,01"
"Cart Visa Credito Pagseguro","NFC-e 000022368",,"24/07/2019","54,4"
"Cart Visa Credito Pagseguro","NFC-e 000022371",,"24/07/2019","1252,4"
"Cart Visa Credito Pagseguro","NFC-e 000022375",,"24/07/2019","494,3"
"Cart Visa Credito Pagseguro","NFC-e 000022373",,"24/07/2019","178,93"
"Cart Visa Credito Pagseguro","NFC-e 000022376",,"24/07/2019","789,01"
"Cart Visa Credito Pagseguro","NFC-e 000022507",,"25/07/2019","419,52"
"Cart Visa Credito Pagseguro","NFC-e 000022516",,"25/07/2019","1052,3"
"Cart Visa Credito Pagseguro","NFC-e 000022388",,"25/07/2019","99,01"
"Cart Visa Credito Pagseguro","NFC-e 000022527",,"25/07/2019","759,01"
"Cart Visa Credito Pagseguro","NFC-e 000022407",,"25/07/2019","376,1"
"Cart Visa Credito Pagseguro","NFC-e 000022397",,"25/07/2019","59,9"
"Cart Visa Credito Pagseguro","NFC-e 000022414",,"26/07/2019","99,01"
"Cart Visa Credito Pagseguro","NFC-e 000022535",,"26/07/2019","69,39"
"Cart Visa Credito Pagseguro","NFC-e 000022539",,"26/07/2019","189,01"
"Cart Visa Credito Pagseguro","NFC-e 000022417",,"26/07/2019","499,01"
"Cart Visa Credito Pagseguro","NFC-e 000022418",,"26/07/2019","499,01"
"Cart Visa Credito Pagseguro","NFC-e 000022548",,"26/07/2019","215,56"
"Cart Visa Credito Pagseguro","NFC-e 000022422",,"26/07/2019","193,35"
"Cart Visa Credito Pagseguro","NFC-e 000022564",,"27/07/2019","149,01"
"Cart Visa Credito Pagseguro","NFC-e 000022565",,"27/07/2019","809,01"
"Cart Visa Credito Pagseguro","NFC-e 000022433",,"26/07/2019","141,38"
"Cart Visa Credito Pagseguro","NFC-e 000022436",,"26/07/2019","193,62"
"Cart Visa Credito Pagseguro","NFC-e 000022567",,"27/07/2019","257,36"
"Cart Visa Credito Pagseguro","NFC-e 000022446",,"27/07/2019","29,61"
"Cart Visa Credito Pagseguro","NFC-e 000022573",,"27/07/2019","89,01"
"Cart Visa Credito Pagseguro","NFC-e 000022582",,"27/07/2019","279"
"Cart Visa Credito Pagseguro","NFC-e 000022578",,"27/07/2019","71,66"
"Cart Visa Credito Pagseguro","NFC-e 000022580",,"27/07/2019","124,92"
"Cart Visa Credito Pagseguro","NFC-e 000022586",,"27/07/2019","578,4"
"Cart Visa Credito Pagseguro","NFC-e 000022588",,"27/07/2019","201,65"
"Cart Visa Credito Pagseguro","NFC-e 000022461",,"27/07/2019","2768,3"
"Cart Visa Credito Pagseguro","NFC-e 000022471",,"28/07/2019","1323,36"
"Cart Visa Credito Pagseguro","NFC-e 000022603",,"28/07/2019","479,01"
"Cart Visa Credito Pagseguro","NFC-e 000022505",,"29/07/2019","777,3"
"Cart Visa Credito Pagseguro","NFC-e 000022609",,"28/07/2019","473"
"Cart Visa Credito Pagseguro","NFC-e 000022618",,"29/07/2019","339,84"
"Cart Visa Credito Pagseguro","NFC-e 000022484",,"28/07/2019","89,74"
"Cart Visa Credito Pagseguro","NFC-e 000022511",,"29/07/2019","145,52"
"Cart Visa Credito Pagseguro","NFC-e 000022518",,"29/07/2019","89"
"Cart Visa Credito Pagseguro","NFC-e 000022589",,"31/07/2019","49,9"
"Cart Visa Credito Pagseguro","NFC-e 000022533",,"29/07/2019","1697,2"
"Cart Visa Credito Pagseguro","NFC-e 000022635",,"30/07/2019","999"
"Cart Visa Credito Pagseguro","NFC-e 000022606",,"28/07/2019","201,48"
"Cart Visa Credito Pagseguro","NFC-e 000022157",,"18/07/2019","659,01"
"Cart Visa Credito Pagseguro","NFC-e 000022163",,"18/07/2019","201,48"
"Cart Visa Credito Pagseguro","NFC-e 000022154",,"18/07/2019","117,78"
"Cart Visa Credito Pagseguro","NFC-e 000022489",,"28/07/2019","129,01"
"Cart Visa Credito Pagseguro","NFC-e 000022561",,"26/07/2019","349,01"
"Cart Visa Credito Pagseguro","NFC-e 000022623",,"29/07/2019","578,4"
"Cart Visa Credito Pagseguro","NFC-e 000022636",,"30/07/2019","210"
"Cart Visa Credito Pagseguro","NFC-e 000022561",,"30/07/2019","124,92"
"Cart Visa Credito Pagseguro","NFC-e 000022576",,"31/07/2019","114,52"
"Cart Visa Credito Pagseguro","NFC-e 000022579",,"31/07/2019","574,44"
"Cart Visa Credito Pagseguro","NFC-e 000022581",,"31/07/2019","129"
"Cart Visa Credito Pagseguro","NFC-e 000022645",,"31/07/2019","319,52"
"Cart Visa Credito Pagseguro","NFC-e 000022594",,"31/07/2019","379,12"
"Cart Visa Credito Pagseguro","NFC-e 000022651",,"31/07/2019","609,01"
"Cart Visa Credito Pagseguro","NFC-e 000022652",,"31/07/2019","178,24"
"Cart Visa Credito Pagseguro","NFC-e 000022598",,"31/07/2019","279"
"Cart Visa Credito Pagseguro","NFC-e 000022600",,"31/07/2019","139,43"
"Cart Visa Credito Pagseguro","NFC-e 000022601",,"31/07/2019","129,01"
"Cart Visa Credito Pagseguro","NFC-e 000022665",,"31/07/2019","39,5"
"Cart Visa Credito Pagseguro","NFC-e 000022605",,"31/07/2019","379,42"
"Cart Sorocred Rede","NFC-e 000021794",,"09/07/2019","196,06"
"Cart Sorocred Rede","NFC-e 000022226",,"12/07/2019","509"
"Cart Sorocred Rede","NFC-e 000022382",,"17/07/2019","379"
"Cart Sorocred Rede","NFC-e 000022152",,"18/07/2019","198,78"
"Cart Sorocred Rede","NFC-e 000022296",,"21/07/2019","557,1"
"Cart Sorocred Rede","NFC-e 000022521",,"25/07/2019","159"
"Cart Sodexo","NFC-e 000021653",,"06/07/2019","200"
"Cart Sodexo","NFC-e 000022504",,"24/07/2019","200"
"Cart Maestro Rede","CNF 115884405 / NFC-e 000002885",,"01/07/2019","55,92"
"Cart Maestro Rede","CNF 125743114 / NFC-e 000026020",,"02/07/2019","1632,02"
"Cart Maestro Rede","CNF 130766290 / NFe 000026951",,"02/07/2019","956,34"
"Cart Maestro Rede","CNF 132952310 / NFC-e 000025917",,"03/07/2019","438,98"
"Cart Maestro Rede","CNF 136181627 / NFe 000026953",,"03/07/2019","27,49"
"Cart Maestro Rede","CNF 142258912 / NFe 000026956",,"03/07/2019","1424,12"
"Cart Maestro Rede","CNF 162562044 / RC 164734397 / NFC-e 000022035",,"05/07/2019","33"
"Cart Maestro Rede","CNF 174924395 / NFC-e 000026113",,"06/07/2019","188,5"
"Cart Maestro Rede","CNF 177473905 / NFC-e 000026118",,"07/07/2019","3513,51"
"Cart Maestro Rede","CNF 189253583 / NFC-e 000026930",,"18/07/2019","2524,39"
"Cart Maestro Rede","CNF 197090345 / RC 196919165 / NFC-e 000022148",,"18/07/2019","187,53"
"Cart Maestro Rede","CNF 228751730 / NFC-e 000026993",,"24/07/2019","2073,33"
"Cart Maestro Rede","CNF 235169249 / NFC-e 000026995",,"24/07/2019","438,98"
"Cart Maestro Rede","CNF 235169266 / NFC-e 000026994",,"24/07/2019","200"
"Cart Maestro Rede","CNF 242438622 / NFe 000027024",,"25/07/2019","1781,68"
"Cart Maestro Rede","CNF 244364214 / NFC-e 000027001",,"25/07/2019","2634,05"
"Cart Maestro Rede","CNF 253332321 / NFC-e 000027120",,"26/07/2019","1933,47"
"Cart Maestro Rede","CNF 306807107 / NFC-e 000008733",,"18/07/2019","2650,73"
"Cart Maestro Rede","CNF 408907572 / NFe 000027044",,"31/07/2019","431,39"
"Cart Maestro Rede","CNF 412676406 / NFC-e 000022647 / RC 414605317",,"31/07/2019","169"
"Cart Maestro Rede","CNF 1353533543 / NFC-e 000026520",,"12/07/2019","1454,26"
"Cart Maestro Rede","CNF 1376727505 / RC 302232141 / NFC-e 000022009",,"15/07/2019","175,87"
"Cart Maestro Rede","CNF 1378363212 / NFC-e 000003043",,"15/07/2019","1554,05"
"Cart Maestro Rede","CNF 1385013108 / NFC-e 000014477",,"16/07/2019","100"
"Cart Maestro Rede","CNF 1455602057 / NFe 000026970",,"09/07/2019","549"
"Cart Maestro Rede","CNF 1475883749 / RC 1478380101 / NFC-e 000021805",,"09/07/2019","257"
"Cart Maestro Rede","CNF 1527704543 / NFC-e 000026416",,"11/07/2019","233,35"
"Cart Maestro Rede","NFC-e 000021420",,"01/07/2019","64,9"
"Cart Maestro Rede","NFC-e 000021896",,"01/07/2019","84,37"
"Cart Maestro Rede","NFC-e 000021909",,"01/07/2019","99"
"Cart Maestro Rede","NFC-e 000021452",,"02/07/2019","789,01"
"Cart Maestro Rede","NFC-e 000021467",,"02/07/2019","139,43"
"Cart Maestro Rede","NFC-e 000021482",,"02/07/2019","413,72"
"Cart Maestro Rede","NFC-e 000021965",,"13/07/2019","1957,16"
"Cart Maestro Rede","NFC-e 000022253",,"13/07/2019","119,89"
"Cart Maestro Rede","NFC-e 000021973",,"13/07/2019","459,01"
"Cart Maestro Rede","NFC-e 000022023",,"15/07/2019","1237,01"
"Cart Maestro Rede","NFC-e 000022267",,"14/07/2019","397,09"
"Cart Maestro Rede","NFC-e 000022269",,"14/07/2019","105,7"
"Cart Maestro Rede","NFC-e 000022273",,"14/07/2019","41,5"
"Cart Maestro Rede","NFC-e 000022287",,"14/07/2019","723,24"
"Cart Maestro Rede","NFC-e 000022299",,"14/07/2019","1018,71"
"Cart Maestro Rede","NFC-e 000021719",,"07/07/2019","206,86"
"Cart Maestro Rede","NFC-e 000021511",,"03/07/2019","100"
"Cart Maestro Rede","NFC-e 000022133",,"08/07/2019","78,52"
"Cart Maestro Rede","NFC-e 000021941",,"03/07/2019","137,66"
"Cart Maestro Rede","NFC-e 000021951",,"03/07/2019","499"
"Cart Maestro Rede","NFC-e 000021954",,"03/07/2019","193,35"
"Cart Maestro Rede","NFC-e 000021781",,"09/07/2019","79,04"
"Cart Maestro Rede","NFC-e 000022167",,"09/07/2019","165,28"
"Cart Maestro Rede","NFC-e 000022157",,"09/07/2019","165,28"
"Cart Maestro Rede","NFC-e 000021538",,"03/07/2019","198,93"
"Cart Maestro Rede","NFC-e 000021540",,"03/07/2019","114,56"
"Cart Maestro Rede","NFC-e 000021958",,"03/07/2019","2058,22"
"Cart Maestro Rede","NFC-e 000022168",,"09/07/2019","862,78"
"Cart Maestro Rede","NFC-e 000021968",,"04/07/2019","1246,36"
"Cart Maestro Rede","NFC-e 000021976",,"04/07/2019","104,88"
"Cart Maestro Rede","NFC-e 000022170",,"09/07/2019","193,35"
"Cart Maestro Rede","NFC-e 000022192",,"10/07/2019","85,9"
"Cart Maestro Rede","NFC-e 000021845",,"10/07/2019","200"
"Cart Maestro Rede","NFC-e 000021891",,"11/07/2019","309,06"
"Cart Maestro Rede","NFC-e 000021857",,"10/07/2019","379,01"
"Cart Maestro Rede","NFC-e 000021862",,"10/07/2019","289,01"
"Cart Maestro Rede","NFC-e 000021872",,"10/07/2019","70,11"
"Cart Maestro Rede","NFC-e 000021554",,"04/07/2019","193,35"
"Cart Maestro Rede","NFC-e 000021902",,"11/07/2019","1237,01"
"Cart Maestro Rede","NFC-e 000022211",,"11/07/2019","91,73"
"Cart Maestro Rede","NFC-e 000021929",,"12/07/2019","379,01"
"Cart Maestro Rede","NFC-e 000021919",,"11/07/2019","117,78"
"Cart Maestro Rede","NFC-e 000022230",,"12/07/2019","5"
"Cart Maestro Rede","NFC-e 000022010",,"05/07/2019","165,28"
"Cart Maestro Rede","NFC-e 000021595",,"05/07/2019","379"
"Cart Maestro Rede","NFC-e 000021601",,"05/07/2019","9,01"
"Cart Maestro Rede","NFC-e 000022020",,"05/07/2019","65,28"
"Cart Maestro Rede","NFC-e 000021604",,"05/07/2019","431,39"
"Cart Maestro Rede","NFC-e 000021607",,"05/07/2019","99"
"Cart Maestro Rede","NFC-e 000021636",,"06/07/2019","433,03"
"Cart Maestro Rede","NFC-e 000022073",,"06/07/2019","193,35"
"Cart Maestro Rede","NFC-e 000022084",,"06/07/2019","39,5"
"Cart Maestro Rede","NFC-e 000022123",,"07/07/2019","133,21"
"Cart Maestro Rede","NFC-e 000021726",,"08/07/2019","549,01"
"Cart Maestro Rede","NFC-e 000021732",,"08/07/2019","279,01"
"Cart Maestro Rede","NFC-e 000021699",,"07/07/2019","459,01"
"Cart Maestro Rede","NFC-e 000021692",,"07/07/2019","149"
"Cart Maestro Rede","NFC-e 000021669",,"06/07/2019","149"
"Cart Maestro Rede","NFC-e 000022103",,"06/07/2019","303,94"
"Cart Maestro Rede","NFC-e 000022372",,"17/07/2019","1320,17"
"Cart Maestro Rede","NFC-e 000022105",,"17/07/2019","206,86"
"Cart Maestro Rede","NFC-e 000022136",,"18/07/2019","134,1"
"Cart Maestro Rede","NFC-e 000022392",,"17/07/2019","712,06"
"Cart Maestro Rede","NFC-e 000022124",,"17/07/2019","431,39"
"Cart Maestro Rede","NFC-e 000022390",,"17/07/2019","64,88"
"Cart Maestro Rede","NFC-e 000022161",,"18/07/2019","500"
"Cart Maestro Rede","NFC-e 000022412",,"19/07/2019","70,11"
"Cart Maestro Rede","NFC-e 000022213",,"19/07/2019","186,5"
"Cart Maestro Rede","NFC-e 000022229",,"20/07/2019","149"
"Cart Maestro Rede","NFC-e 000022436",,"20/07/2019","539,5"
"Cart Maestro Rede","NFC-e 000022263",,"21/07/2019","934,51"
"Cart Maestro Rede","NFC-e 000022275",,"21/07/2019","224"
"Cart Maestro Rede","NFC-e 000022262",,"21/07/2019","1080"
"Cart Maestro Rede","NFC-e 000022461",,"21/07/2019","698,02"
"Cart Maestro Rede","NFC-e 000022277",,"21/07/2019","214,67"
"Cart Maestro Rede","NFC-e 000022290",,"21/07/2019","198,02"
"Cart Maestro Rede","NFC-e 000022295",,"21/07/2019","373,18"
"Cart Maestro Rede","NFC-e 000022312",,"22/07/2019","826,4"
"Cart Maestro Rede","NFC-e 000022477",,"22/07/2019","379"
"Cart Maestro Rede","NFC-e 000022482",,"23/07/2019","165,28"
"Cart Maestro Rede","NFC-e 000022483",,"23/07/2019","63,9"
"Cart Maestro Rede","NFC-e 000022499",,"24/07/2019","675,68"
"Cart Maestro Rede","NFC-e 000022372",,"24/07/2019","293,07"
"Cart Maestro Rede","NFC-e 000022378",,"24/07/2019","289,01"
"Cart Maestro Rede","NFC-e 000022504",,"24/07/2019","6,86"
"Cart Maestro Rede","NFC-e 000022389",,"25/07/2019","66,74"
"Cart Maestro Rede","NFC-e 000022545",,"26/07/2019","329"
"Cart Maestro Rede","NFC-e 000022583",,"27/07/2019","206,86"
"Cart Maestro Rede","NFC-e 000022587",,"27/07/2019","94,78"
"Cart Maestro Rede","NFC-e 000022608",,"28/07/2019","123,39"
"Cart Maestro Rede","NFC-e 000022527",,"29/07/2019","193,35"
"Cart Maestro Rede","NFC-e 000022547",,"30/07/2019","379,42"
"Cart Maestro Rede","NFC-e 000022564",,"30/07/2019","1237,01"
"Cart Maestro Rede","NFC-e 000022546",,"30/07/2019","49,9"
"Cart Maestro Rede","NFC-e 000022431",,"26/07/2019","89"
"Cart Maestro Rede","NFC-e 000022496",,"28/07/2019","955,3"
"Cart Maestro Rede","NFC-e 000022653",,"31/07/2019","39"
"Cart Maestro Rede","NFC-e 000022659",,"31/07/2019","399"
"Cart Maestro Rede","NFC-e 000022660",,"31/07/2019","183,58"
"Cart Maestro Rede","NFC-e 000022667",,"31/07/2019","39,5"
"Cart Elo Debito  Pagseguro","CNF 115739294 / NFC-e 000025919",,"01/07/2019","1482,58"
"Cart Elo Debito  Pagseguro","CNF 127248565 / NFC-e 000025912",,"02/07/2019","1486,49"
"Cart Elo Debito  Pagseguro","CNF 145267545 / NFC-e 000021542 / RC 146744612 / NFC-e 000021822",,"03/07/2019","854,01"
"Cart Elo Debito  Pagseguro","CNF 148353058 / NFC-e 000021977 / RC 148599108",,"04/07/2019","576,01"
"Cart Elo Debito  Pagseguro","CNF 178372285 / NFC-e 000026117",,"06/07/2019","1038,46"
"Cart Elo Debito  Pagseguro","CNF 181940876 / RC 182308669 / NFC-e 000022084",,"16/07/2019","813,01"
"Cart Elo Debito  Pagseguro","CNF 203475593 / NFC-e 000005265",,"19/07/2019","400"
"Cart Elo Debito  Pagseguro","CNF 221210272 / NFC-e 000026874",,"21/07/2019","641,37"
"Cart Elo Debito  Pagseguro","CNF 223978366 / NFC-e 000026931",,"22/07/2019","2199"
"Cart Elo Debito  Pagseguro","CNF 231324037 / NFC-e 000022330",,"23/07/2019","1070,69"
"Cart Elo Debito  Pagseguro","CNF 247069757 / NFC-e 000008588 / NFC-e 000005577",,"25/07/2019","2700"
"Cart Elo Debito  Pagseguro","CNF 248467940 / NFC-e 000027050",,"25/07/2019","1278,59"
"Cart Elo Debito  Pagseguro","CNF 251901592 / NFC-e 000005700 / NFC-e 000022419",,"26/07/2019","2005,2"
"Cart Elo Debito  Pagseguro","CNF 259197200 / NFC-e 000027095",,"27/07/2019","1070,69"
"Cart Elo Debito  Pagseguro","CNF 259730682 / NFC-e 000027084",,"26/07/2019","185"
"Cart Elo Debito  Pagseguro","CNF 266014703 / NFC-e 000027107",,"27/07/2019","768,19"
"Cart Elo Debito  Pagseguro","CNF 266014718 / RC 266849608 / NFC-e 000022464",,"27/07/2019","584,5"
"Cart Elo Debito  Pagseguro","CNF 267885698 / NFe 000027036",,"28/07/2019","2202,3"
"Cart Elo Debito  Pagseguro","CNF 281400156 / NFC-e 000022634",,"30/07/2019","11,11"
"Cart Elo Debito  Pagseguro","CNF 310346799 / NFe 000027003",,"18/07/2019","675,68"
"Cart Elo Debito  Pagseguro","CNF 1372201291 / NFC-e 000021986",,"13/07/2019","480"
"Cart Elo Debito  Pagseguro","CNF 1372252453 / NFC-e 000021980 / NFC-e 000026517",,"13/07/2019","449,09"
"Cart Elo Debito  Pagseguro","CNF 1376627537 / NFC-e 000026525",,"14/07/2019","820,17"
"Cart Elo Debito  Pagseguro","CNF 1404181222 / NFC-e 000022332 / RC 181679857",,"16/07/2019","181,9"
"Cart Elo Debito  Pagseguro","CNF 1443254230 / NFe 000026966",,"09/07/2019","499"
"Cart Elo Debito  Pagseguro","CNF 1447492802 / RC 1474136301 / NFC-e 000022162",,"09/07/2019","113,78"
"Cart Elo Debito  Pagseguro","CNF 1474240995 / NFC-e 000022199",,"09/07/2019","1103,15"
"Cart Elo Debito  Pagseguro","CNF 1474241078 / NFC-e 000009429",,"09/07/2019","1320,17"
"Cart Elo Debito  Pagseguro","CNF 1525421087 / NFC-e 000026417",,"11/07/2019","709,18"
"Cart Elo Debito  Pagseguro","CNF 1529554833 / NFC-e 000026412",,"11/07/2019","1554,05"
"Cart Elo Debito  Pagseguro","NFC-e 000021890",,"01/07/2019","459,01"
"Cart Elo Debito  Pagseguro","NFC-e 000021903",,"01/07/2019","995"
"Cart Elo Debito  Pagseguro","NFC-e 000021430",,"01/07/2019","200"
"Cart Elo Debito  Pagseguro","NFC-e 000021446",,"02/07/2019","193,35"
"Cart Elo Debito  Pagseguro","NFC-e 000021456",,"02/07/2019","122,27"
"Cart Elo Debito  Pagseguro","NFC-e 000021478",,"02/07/2019","19"
"Cart Elo Debito  Pagseguro","NFC-e 000021469",,"02/07/2019","117,78"
"Cart Elo Debito  Pagseguro","NFC-e 000022241",,"13/07/2019","165,28"
"Cart Elo Debito  Pagseguro","NFC-e 000021961",,"13/07/2019","224"
"Cart Elo Debito  Pagseguro","NFC-e 000021483",,"02/07/2019","599"
"Cart Elo Debito  Pagseguro","NFC-e 000021991",,"14/07/2019","119,89"
"Cart Elo Debito  Pagseguro","NFC-e 000021994",,"14/07/2019","70,11"
"Cart Elo Debito  Pagseguro","NFC-e 000022306",,"14/07/2019","59,9"
"Cart Elo Debito  Pagseguro","NFC-e 000022006",,"14/07/2019","114,97"
"Cart Elo Debito  Pagseguro","NFC-e 000022276",,"14/07/2019","150"
"Cart Elo Debito  Pagseguro","NFC-e 000022281",,"14/07/2019","55,35"
"Cart Elo Debito  Pagseguro","NFC-e 000022002",,"14/07/2019","133,21"
"Cart Elo Debito  Pagseguro","NFC-e 000022038",,"15/07/2019","59,9"
"Cart Elo Debito  Pagseguro","NFC-e 000022040",,"15/07/2019","149,01"
"Cart Elo Debito  Pagseguro","NFC-e 000022322",,"15/07/2019","456,34"
"Cart Elo Debito  Pagseguro","NFC-e 000021506",,"03/07/2019","150"
"Cart Elo Debito  Pagseguro","NFC-e 000022081",,"16/07/2019","978,58"
"Cart Elo Debito  Pagseguro","NFC-e 000021735",,"08/07/2019","139,01"
"Cart Elo Debito  Pagseguro","NFC-e 000021532",,"03/07/2019","949"
"Cart Elo Debito  Pagseguro","NFC-e 000021533",,"03/07/2019","70,67"
"Cart Elo Debito  Pagseguro","NFC-e 000022156",,"09/07/2019","63,9"
"Cart Elo Debito  Pagseguro","NFC-e 000021772",,"09/07/2019","1632,02"
"Cart Elo Debito  Pagseguro","NFC-e 000021541",,"03/07/2019","789,01"
"Cart Elo Debito  Pagseguro","NFC-e 000021539",,"03/07/2019","33,95"
"Cart Elo Debito  Pagseguro","NFC-e 000021962",,"03/07/2019","1703,74"
"Cart Elo Debito  Pagseguro","NFC-e 000021825",,"10/07/2019","1449,01"
"Cart Elo Debito  Pagseguro","NFC-e 000022196",,"10/07/2019","404,37"
"Cart Elo Debito  Pagseguro","NFC-e 000021871",,"10/07/2019","99"
"Cart Elo Debito  Pagseguro","NFC-e 000021859",,"10/07/2019","349,01"
"Cart Elo Debito  Pagseguro","NFC-e 000022213",,"11/07/2019","10"
"Cart Elo Debito  Pagseguro","NFC-e 000021579",,"04/07/2019","383,58"
"Cart Elo Debito  Pagseguro","NFC-e 000022020",,"05/07/2019","100"
"Cart Elo Debito  Pagseguro","NFC-e 000021603",,"05/07/2019","143,45"
"Cart Elo Debito  Pagseguro","NFC-e 000022047",,"05/07/2019","149,01"
"Cart Elo Debito  Pagseguro","NFC-e 000021616",,"05/07/2019","995"
"Cart Elo Debito  Pagseguro","NFC-e 000022046",,"05/07/2019","504,16"
"Cart Elo Debito  Pagseguro","NFC-e 000021643",,"06/07/2019","1029,11"
"Cart Elo Debito  Pagseguro","NFC-e 000021646",,"06/07/2019","102,91"
"Cart Elo Debito  Pagseguro","NFC-e 000021647",,"06/07/2019","59,9"
"Cart Elo Debito  Pagseguro","NFC-e 000021671",,"06/07/2019","70,11"
"Cart Elo Debito  Pagseguro","NFC-e 000021666",,"06/07/2019","294,8"
"Cart Elo Debito  Pagseguro","NFC-e 000021668",,"06/07/2019","165,28"
"Cart Elo Debito  Pagseguro","NFC-e 000022348",,"16/07/2019","289,01"
"Cart Elo Debito  Pagseguro","NFC-e 000022346",,"16/07/2019","36"
"Cart Elo Debito  Pagseguro","NFC-e 000022345",,"16/07/2019","99,01"
"Cart Elo Debito  Pagseguro","NFC-e 000022085",,"16/07/2019","379,01"
"Cart Elo Debito  Pagseguro","NFC-e 000022087",,"16/07/2019","193,35"
"Cart Elo Debito  Pagseguro","NFC-e 000022089",,"17/07/2019","1029,11"
"Cart Elo Debito  Pagseguro","NFC-e 000022096",,"17/07/2019","48,98"
"Cart Elo Debito  Pagseguro","NFC-e 000022374",,"17/07/2019","139,9"
"Cart Elo Debito  Pagseguro","NFC-e 000022140",,"18/07/2019","549"
"Cart Elo Debito  Pagseguro","NFC-e 000022160",,"18/07/2019","1099"
"Cart Elo Debito  Pagseguro","NFC-e 000022221",,"19/07/2019","1080"
"Cart Elo Debito  Pagseguro","NFC-e 000022228",,"20/07/2019","1216,22"
"Cart Elo Debito  Pagseguro","NFC-e 000022455",,"21/07/2019","369"
"Cart Elo Debito  Pagseguro","NFC-e 000022292",,"21/07/2019","165,28"
"Cart Elo Debito  Pagseguro","NFC-e 000022293",,"21/07/2019","89,74"
"Cart Elo Debito  Pagseguro","NFC-e 000022481",,"23/07/2019","39,5"
"Cart Elo Debito  Pagseguro","NFC-e 000022344",,"23/07/2019","379,01"
"Cart Elo Debito  Pagseguro","NFC-e 000022334",,"23/07/2019","70,67"
"Cart Elo Debito  Pagseguro","NFC-e 000022337",,"23/07/2019","39,5"
"Cart Elo Debito  Pagseguro","NFC-e 000022357",,"24/07/2019","64,45"
"Cart Elo Debito  Pagseguro","NFC-e 000022367",,"24/07/2019","129"
"Cart Elo Debito  Pagseguro","NFC-e 000022359",,"24/07/2019","78,52"
"Cart Elo Debito  Pagseguro","NFC-e 000022374",,"24/07/2019","288,05"
"Cart Elo Debito  Pagseguro","NFC-e 000022505",,"25/07/2019","149"
"Cart Elo Debito  Pagseguro","NFC-e 000022523",,"25/07/2019","129,01"
"Cart Elo Debito  Pagseguro","NFC-e 000022537",,"26/07/2019","69,39"
"Cart Elo Debito  Pagseguro","NFC-e 000022570",,"27/07/2019","509,01"
"Cart Elo Debito  Pagseguro","NFC-e 000022585",,"27/07/2019","114,56"
"Cart Elo Debito  Pagseguro","NFC-e 000022595",,"28/07/2019","200"
"Cart Elo Debito  Pagseguro","NFC-e 000022601",,"28/07/2019","407,48"
"Cart Elo Debito  Pagseguro","NFC-e 000022619",,"29/07/2019","349,01"
"Cart Elo Debito  Pagseguro","NFC-e 000022483",,"28/07/2019","193,35"
"Cart Elo Debito  Pagseguro","NFC-e 000022524",,"29/07/2019","955,3"
"Cart Elo Debito  Pagseguro","NFC-e 000022632",,"29/07/2019","280,25"
"Cart Elo Debito  Pagseguro","NFC-e 000022635",,"30/07/2019","300"
"Cart Elo Debito  Pagseguro","NFC-e 000022563",,"30/07/2019","726,61"
"Cart Elo Debito  Pagseguro","NFC-e 000022569",,"31/07/2019","105,7"
"Cart Visa Eletron Pagseguro","CNF 132952345 / RC 140941288 / NFC-e 000021510",,"03/07/2019","100"
"Cart Visa Eletron Pagseguro","CNF 143996873 / NFC-e 000021534 / NFC-e 000025925",,"03/07/2019","1092,51"
"Cart Visa Eletron Pagseguro","CNF 162468481 / NFC-e 000022053",,"05/07/2019","415,1"
"Cart Visa Eletron Pagseguro","CNF 164487996 / NFC-e 000022061 / RC 172104236",,"06/07/2019","88,11"
