"4o. Agrupamento","Descrição","Crédito","Emissão","Valor"
"Cart Visa Eletron Pagseguro","CNF 165024569 / NFC-e 000026126",,"06/07/2019","1099"
"Cart Visa Eletron Pagseguro","CNF 177081321 / RC 1474478051 / NFC-e 000026233",,"08/07/2019","2546,78"
"Cart Visa Eletron Pagseguro","CNF 231324049 / NFe 000013017",,"23/07/2019","5467,44"
"Cart Visa Eletron Pagseguro","CNF 242438580 / NFC-e 000026999",,"25/07/2019","1016,63"
"Cart Visa Eletron Pagseguro","CNF 242859412 / NFC-e 000022470 / RC 270144775",,"25/07/2019","718,24"
"Cart Visa Eletron Pagseguro","CNF 247069757 / NFC-e 000008588 / NFC-e 000005577",,"25/07/2019","434,1"
"Cart Visa Eletron Pagseguro","CNF 256497740 / NFC-e 000027078",,"26/07/2019","2546,78"
"Cart Visa Eletron Pagseguro","CNF 259236957 / NFC-e 000027111",,"27/07/2019","500"
"Cart Visa Eletron Pagseguro","CNF 259850882 / NFC-e 000022575",,"27/07/2019","345"
"Cart Visa Eletron Pagseguro","CNF 264839306 / NFC-e 000027115 / NFC-e 000022503",,"27/07/2019","225,16"
"Cart Visa Eletron Pagseguro","CNF 266759131 / NFe 000013048",,"28/07/2019","2000"
"Cart Visa Eletron Pagseguro","CNF 310346725 / NFe 000027002",,"18/07/2019","539,5"
"Cart Visa Eletron Pagseguro","CNF 412676505 / RC 413604010 / NFC-e 000022593",,"31/07/2019","116"
"Cart Visa Eletron Pagseguro","CNF 1383169082 / NFC-e 000026553",,"15/07/2019","1350,31"
"Cart Visa Eletron Pagseguro","CNF 1481840148 / NFe 000026973",,"10/07/2019","369"
"Cart Visa Eletron Pagseguro","NFC-e 000021901",,"01/07/2019","149,01"
"Cart Visa Eletron Pagseguro","NFC-e 000021908",,"01/07/2019","59,9"
"Cart Visa Eletron Pagseguro","NFC-e 000021914",,"02/07/2019","63,9"
"Cart Visa Eletron Pagseguro","NFC-e 000021459",,"02/07/2019","439,01"
"Cart Visa Eletron Pagseguro","NFC-e 000021919",,"02/07/2019","439,01"
"Cart Visa Eletron Pagseguro","NFC-e 000021473",,"02/07/2019","165,28"
"Cart Visa Eletron Pagseguro","NFC-e 000021949",,"12/07/2019","78,52"
"Cart Visa Eletron Pagseguro","NFC-e 000021490",,"02/07/2019","198"
"Cart Visa Eletron Pagseguro","NFC-e 000022272",,"14/07/2019","1216,22"
"Cart Visa Eletron Pagseguro","NFC-e 000021998",,"14/07/2019","2037,42"
"Cart Visa Eletron Pagseguro","NFC-e 000022293",,"14/07/2019","712,06"
"Cart Visa Eletron Pagseguro","NFC-e 000022292",,"14/07/2019","318,83"
"Cart Visa Eletron Pagseguro","NFC-e 000022012",,"15/07/2019","157,04"
"Cart Visa Eletron Pagseguro","NFC-e 000022019",,"15/07/2019","206,86"
"Cart Visa Eletron Pagseguro","NFC-e 000022016",,"15/07/2019","1237,01"
"Cart Visa Eletron Pagseguro","NFC-e 000022041",,"15/07/2019","330,56"
"Cart Visa Eletron Pagseguro","NFC-e 000022046",,"15/07/2019","224"
"Cart Visa Eletron Pagseguro","NFC-e 000021505",,"03/07/2019","165,28"
"Cart Visa Eletron Pagseguro","NFC-e 000021507",,"03/07/2019","1785,14"
"Cart Visa Eletron Pagseguro","NFC-e 000021508",,"03/07/2019","56,8"
"Cart Visa Eletron Pagseguro","NFC-e 000021945",,"03/07/2019","1112,27"
"Cart Visa Eletron Pagseguro","NFC-e 000021737",,"08/07/2019","10"
"Cart Visa Eletron Pagseguro","NFC-e 000021514",,"03/07/2019","70,11"
"Cart Visa Eletron Pagseguro","NFC-e 000022131",,"08/07/2019","171,06"
"Cart Visa Eletron Pagseguro","NFC-e 000022137",,"08/07/2019","117,78"
"Cart Visa Eletron Pagseguro","NFC-e 000021752",,"08/07/2019","117,78"
"Cart Visa Eletron Pagseguro","NFC-e 000022145",,"08/07/2019","117,78"
"Cart Visa Eletron Pagseguro","NFC-e 000021521",,"03/07/2019","393,97"
"Cart Visa Eletron Pagseguro","NFC-e 000021523",,"03/07/2019","1237,01"
"Cart Visa Eletron Pagseguro","NFC-e 000021536",,"03/07/2019","134,6"
"Cart Visa Eletron Pagseguro","NFC-e 000022161",,"09/07/2019","114,56"
"Cart Visa Eletron Pagseguro","NFC-e 000021970",,"04/07/2019","369"
"Cart Visa Eletron Pagseguro","NFC-e 000021973",,"04/07/2019","99"
"Cart Visa Eletron Pagseguro","NFC-e 000021803",,"09/07/2019","2266,12"
"Cart Visa Eletron Pagseguro","NFC-e 000021809",,"09/07/2019","199,7"
"Cart Visa Eletron Pagseguro","NFC-e 000022177",,"10/07/2019","64,88"
"Cart Visa Eletron Pagseguro","NFC-e 000022189",,"10/07/2019","91,73"
"Cart Visa Eletron Pagseguro","NFC-e 000021547",,"04/07/2019","105,68"
"Cart Visa Eletron Pagseguro","NFC-e 000021985",,"04/07/2019","165,28"
"Cart Visa Eletron Pagseguro","NFC-e 000021833",,"10/07/2019","272,31"
"Cart Visa Eletron Pagseguro","NFC-e 000022198",,"10/07/2019","59,9"
"Cart Visa Eletron Pagseguro","NFC-e 000021861",,"10/07/2019","622,66"
"Cart Visa Eletron Pagseguro","NFC-e 000022201",,"11/07/2019","279"
"Cart Visa Eletron Pagseguro","NFC-e 000021892",,"11/07/2019","699,01"
"Cart Visa Eletron Pagseguro","NFC-e 000021998",,"04/07/2019","300"
"Cart Visa Eletron Pagseguro","NFC-e 000021565",,"04/07/2019","100,37"
"Cart Visa Eletron Pagseguro","NFC-e 000021900",,"11/07/2019","39,5"
"Cart Visa Eletron Pagseguro","NFC-e 000021918",,"11/07/2019","393,51"
"Cart Visa Eletron Pagseguro","NFC-e 000021920",,"11/07/2019","85,26"
"Cart Visa Eletron Pagseguro","NFC-e 000021936",,"12/07/2019","193,35"
"Cart Visa Eletron Pagseguro","NFC-e 000022227",,"12/07/2019","71"
"Cart Visa Eletron Pagseguro","NFC-e 000021569",,"04/07/2019","198,93"
"Cart Visa Eletron Pagseguro","NFC-e 000021564",,"04/07/2019","800"
"Cart Visa Eletron Pagseguro","NFC-e 000021566",,"04/07/2019","19,75"
"Cart Visa Eletron Pagseguro","NFC-e 000022007",,"05/07/2019","165,28"
"Cart Visa Eletron Pagseguro","NFC-e 000022025",,"05/07/2019","99"
"Cart Visa Eletron Pagseguro","NFC-e 000022027",,"05/07/2019","200"
"Cart Visa Eletron Pagseguro","NFC-e 000021630",,"06/07/2019","970"
"Cart Visa Eletron Pagseguro","NFC-e 000022071",,"06/07/2019","129"
"Cart Visa Eletron Pagseguro","NFC-e 000021618",,"05/07/2019","43,35"
"Cart Visa Eletron Pagseguro","NFC-e 000022038",,"05/07/2019","193,35"
"Cart Visa Eletron Pagseguro","NFC-e 000022072",,"06/07/2019","22,27"
"Cart Visa Eletron Pagseguro","NFC-e 000022077",,"06/07/2019","299"
"Cart Visa Eletron Pagseguro","NFC-e 000021729",,"08/07/2019","165,28"
"Cart Visa Eletron Pagseguro","NFC-e 000022112",,"07/07/2019","99,01"
"Cart Visa Eletron Pagseguro","NFC-e 000022101",,"06/07/2019","279,01"
"Cart Visa Eletron Pagseguro","NFC-e 000021684",,"07/07/2019","79,04"
"Cart Visa Eletron Pagseguro","NFC-e 000021660",,"06/07/2019","224"
"Cart Visa Eletron Pagseguro","NFC-e 000021690",,"07/07/2019","124,51"
"Cart Visa Eletron Pagseguro","NFC-e 000021702",,"07/07/2019","165,28"
"Cart Visa Eletron Pagseguro","NFC-e 000022078",,"16/07/2019","10"
"Cart Visa Eletron Pagseguro","NFC-e 000022090",,"17/07/2019","978,58"
"Cart Visa Eletron Pagseguro","NFC-e 000022091",,"17/07/2019","299"
"Cart Visa Eletron Pagseguro","NFC-e 000022367",,"17/07/2019","451,78"
"Cart Visa Eletron Pagseguro","NFC-e 000022093",,"17/07/2019","407,48"
"Cart Visa Eletron Pagseguro","NFC-e 000022098",,"17/07/2019","431,39"
"Cart Visa Eletron Pagseguro","NFC-e 000022099",,"17/07/2019","129,01"
"Cart Visa Eletron Pagseguro","NFC-e 000022107",,"17/07/2019","206,86"
"Cart Visa Eletron Pagseguro","NFC-e 000022383",,"17/07/2019","165,28"
"Cart Visa Eletron Pagseguro","NFC-e 000022134",,"18/07/2019","1375,67"
"Cart Visa Eletron Pagseguro","NFC-e 000022141",,"18/07/2019","78,52"
"Cart Visa Eletron Pagseguro","NFC-e 000022399",,"18/07/2019","193,35"
"Cart Visa Eletron Pagseguro","NFC-e 000022401",,"18/07/2019","48,98"
"Cart Visa Eletron Pagseguro","NFC-e 000022168",,"18/07/2019","48,98"
"Cart Visa Eletron Pagseguro","NFC-e 000022407",,"18/07/2019","807,8"
"Cart Visa Eletron Pagseguro","NFC-e 000022408",,"18/07/2019","48,98"
"Cart Visa Eletron Pagseguro","NFC-e 000022188",,"19/07/2019","129,01"
"Cart Visa Eletron Pagseguro","NFC-e 000022204",,"19/07/2019","379,01"
"Cart Visa Eletron Pagseguro","NFC-e 000022214",,"19/07/2019","149,01"
"Cart Visa Eletron Pagseguro","NFC-e 000022416",,"20/07/2019","168,74"
"Cart Visa Eletron Pagseguro","NFC-e 000022440",,"20/07/2019","169"
"Cart Visa Eletron Pagseguro","NFC-e 000022444",,"20/07/2019","193,35"
"Cart Visa Eletron Pagseguro","NFC-e 000022439",,"20/07/2019","934,51"
"Cart Visa Eletron Pagseguro","NFC-e 000022241",,"20/07/2019","934,51"
"Cart Visa Eletron Pagseguro","NFC-e 000022429",,"20/07/2019","123,39"
"Cart Visa Eletron Pagseguro","NFC-e 000022261",,"21/07/2019","1528,07"
"Cart Visa Eletron Pagseguro","NFC-e 000022256",,"20/07/2019","373,18"
"Cart Visa Eletron Pagseguro","NFC-e 000022260",,"21/07/2019","279,01"
"Cart Visa Eletron Pagseguro","NFC-e 000022457",,"21/07/2019","165,28"
"Cart Visa Eletron Pagseguro","NFC-e 000022459",,"21/07/2019","99,01"
"Cart Visa Eletron Pagseguro","NFC-e 000022283",,"21/07/2019","859,01"
"Cart Visa Eletron Pagseguro","NFC-e 000022308",,"22/07/2019","157,04"
"Cart Visa Eletron Pagseguro","NFC-e 000022474",,"22/07/2019","726,61"
"Cart Visa Eletron Pagseguro","NFC-e 000022479",,"22/07/2019","33,35"
"Cart Visa Eletron Pagseguro","NFC-e 000022318",,"23/07/2019","769"
"Cart Visa Eletron Pagseguro","NFC-e 000022320",,"23/07/2019","247"
"Cart Visa Eletron Pagseguro","NFC-e 000022350",,"24/07/2019","397,09"
"Cart Visa Eletron Pagseguro","NFC-e 000022502",,"24/07/2019","1727,65"
"Cart Visa Eletron Pagseguro","NFC-e 000022501",,"24/07/2019","70,67"
"Cart Visa Eletron Pagseguro","NFC-e 000022395",,"25/07/2019","193,35"
"Cart Visa Eletron Pagseguro","NFC-e 000022531",,"25/07/2019","849,01"
"Cart Visa Eletron Pagseguro","NFC-e 000022538",,"26/07/2019","208,82"
"Cart Visa Eletron Pagseguro","NFC-e 000022554",,"26/07/2019","65,28"
"Cart Visa Eletron Pagseguro","NFC-e 000022557",,"26/07/2019","431,39"
"Cart Visa Eletron Pagseguro","NFC-e 000022443",,"27/07/2019","539,5"
"Cart Visa Eletron Pagseguro","NFC-e 000022579",,"27/07/2019","169,01"
"Cart Visa Eletron Pagseguro","NFC-e 000022592",,"27/07/2019","407,48"
"Cart Visa Eletron Pagseguro","NFC-e 000022455",,"27/07/2019","102,91"
"Cart Visa Eletron Pagseguro","NFC-e 000022599",,"28/07/2019","539,5"
"Cart Visa Eletron Pagseguro","NFC-e 000022611",,"29/07/2019","94,78"
"Cart Visa Eletron Pagseguro","NFC-e 000022512",,"29/07/2019","78,52"
"Cart Visa Eletron Pagseguro","NFC-e 000022627",,"29/07/2019","113,31"
"Cart Visa Eletron Pagseguro","NFC-e 000022573",,"31/07/2019","955,3"
"Cart Visa Eletron Pagseguro","NFC-e 000022541",,"30/07/2019","10"
"Cart Visa Eletron Pagseguro","NFC-e 000022542",,"30/07/2019","1517,67"
"Cart Visa Eletron Pagseguro","NFC-e 000022394",,"18/07/2019","494,8"
"Cart Visa Eletron Pagseguro","NFC-e 000022150",,"18/07/2019","407,48"
"Cart Visa Eletron Pagseguro","NFC-e 000022491",,"28/07/2019","363,83"
"Cart Visa Eletron Pagseguro","NFC-e 000022504",,"29/07/2019","129,01"
"Cart Visa Eletron Pagseguro","NFC-e 000022617",,"29/07/2019","431,39"
"Cart Visa Eletron Pagseguro","NFC-e 000022642",,"31/07/2019","85,26"
"L880cofre","CNF 281400210 / NFe 000013065",,"30/07/2019","8923,9"
"Cart Credito Garantia","NFC-e 000022319","987448520","15/07/2019","113,34"
"Cart Credito Devolução","CNF 124624155 / NFC-e 000025928","124624069","01/07/2019","1151,15"
"Cart Credito Devolução","CNF 136181627 / NFe 000026953","119047117","03/07/2019","94,78"
"Cart Credito Devolução","CNF 162562044 / RC 164734397 / NFC-e 000022035","162561991","05/07/2019","431,39"
"Cart Credito Devolução","CNF 244364271 / NFC-e 000022501 / NFC-e 000027106","238453548","25/07/2019","5177,69"
"Cart Credito Devolução","CNF 306807140 / NFC-e 000010444","190374674","18/07/2019","1350,31"
"Cart Credito Devolução","CNF 1478397928 / NFC-e 000022051","765848121","10/07/2019","1278,59"
"Cart Credito Devolução","CNF 1527704543 / NFC-e 000026416","336579912","11/07/2019","2335,9"
"Cart Credito Devolução","NFC-e 000021954","1354966878","12/07/2019","299"
"Cart Credito Devolução","NFC-e 000022022","1997100173","15/07/2019","129,01"
"Cart Credito Devolução","NFC-e 000022309","1376627552","15/07/2019","499"
"Cart Credito Devolução","NFC-e 000022007","1370116054","14/07/2019","123,39"
"Cart Credito Devolução","NFC-e 000021997","129541192","04/07/2019","129,01"
"Cart Credito Devolução","NFC-e 000022216","1530018512","12/07/2019","379,01"
"Cart Credito Devolução","NFC-e 000021566","144683411","04/07/2019","377,34"
"Cart Credito Devolução","NFC-e 000021674","178274230","06/07/2019","1009,01"
"Cart Credito Devolução","NFC-e 000022107","782621795","07/07/2019","149,01"
"Cart Credito Devolução","NFC-e 000021696","837437426","07/07/2019","599,01"
"Cart Credito Devolução","NFC-e 000022115","1033277802","17/07/2019","379,01"
"Cart Credito Devolução","NFC-e 000022217","479368328","19/07/2019","379,01"
"Cart Credito Devolução","NFC-e 000022282","1077002997","21/07/2019","639,01"
"Cart Credito Devolução","NFC-e 000022558","1997996952","26/07/2019","518,71"
"Cart Credito Devolução","NFC-e 000022515","260606803","29/07/2019","1611,23"
"Cart Credito Devolução","NFC-e 000022535","850428157","30/07/2019","129"
"Cart Credito Devolução","NFC-e 000022658","287047597","31/07/2019","609,01"
"Carteira Cobrança Simples","CNF 115884405 / NFC-e 000002885",,"01/07/2019","1900"
"Carteira Cobrança Simples","CNF 119047010 / NFC-e 000010067",,"01/07/2019","1000"
"Carteira Cobrança Simples","CNF 119047120 / NFe 000026946",,"01/07/2019","94,78"
"Carteira Cobrança Simples","CNF 121718820 / NFC-e 000025907",,"02/07/2019","1255"
"Carteira Cobrança Simples","CNF 129541385 / RC 131051681 / NFC-e 000021923",,"02/07/2019","316,01"
"Carteira Cobrança Simples","CNF 130766204 / NFC-e 000025913",,"02/07/2019","1559,02"
"Carteira Cobrança Simples","CNF 130766260 / NFC-e 000021476 / RC 136071308",,"02/07/2019","113,78"
"Carteira Cobrança Simples","CNF 131971580 / NFC-e 000021928",,"02/07/2019","1986,49"
"Carteira Cobrança Simples","CNF 132952328 / NFe 000026954",,"03/07/2019","988,15"
"Carteira Cobrança Simples","CNF 133677375 / NFC-e 000025918",,"03/07/2019","1253,02"
"Carteira Cobrança Simples","CNF 135629389 / RC 133576240 / NFC-e 000021489",,"02/07/2019","0,01"
"Carteira Cobrança Simples","CNF 142107567 / RC 143996658 / NFC-e 000021940",,"03/07/2019","0,01"
"Carteira Cobrança Simples","CNF 142258797 / NFC-e 000025922",,"03/07/2019","1527,05"
"Carteira Cobrança Simples","CNF 143996974 / NFC-e 000022200",,"03/07/2019","393,03"
"Carteira Cobrança Simples","CNF 144683471 / NFC-e 000021548 / RC 150189989",,"04/07/2019","0,01"
"Carteira Cobrança Simples","CNF 146301819 / RC 147221229 / NFC-e 000021964",,"03/07/2019","0,01"
"Carteira Cobrança Simples","CNF 147194991 / RC 148224433 / NFC-e 000021975",,"04/07/2019","0,01"
"Carteira Cobrança Simples","CNF 152104314 / NFC-e 000022055",,"04/07/2019","1029,11"
"Carteira Cobrança Simples","CNF 153595052 / NFC-e 000026027 / NFC-e 000022037",,"05/07/2019","846,67"
"Carteira Cobrança Simples","CNF 154408774 / RC 155167478 / NFC-e 000022003 / RC 154989407",,"04/07/2019","0,01"
"Carteira Cobrança Simples","CNF 155114920 / NFC-e 000021596",,"05/07/2019","100"
"Carteira Cobrança Simples","CNF 155201680 / RC 160005107 / NFC-e 000021585",,"05/07/2019","0,01"
"Carteira Cobrança Simples","CNF 155692355 / NFe 000026960",,"05/07/2019","705,58"
"Carteira Cobrança Simples","CNF 159256706 / NFC-e 000026030",,"05/07/2019","999"
"Carteira Cobrança Simples","CNF 163599411 / RC 163970892 / NFC-e 000021624",,"05/07/2019","0,01"
"Carteira Cobrança Simples","CNF 164077145 / NFC-e 000022049 / RC 165569721",,"05/07/2019","0,01"
"Carteira Cobrança Simples","CNF 174096950 / NFC-e 000026122",,"06/07/2019","999"
"Carteira Cobrança Simples","CNF 176092720 / RC 178241553 / NFC-e 000022098",,"06/07/2019","0,01"
"Carteira Cobrança Simples","CNF 178182254 / NFC-e 000022109 / RC 177377164",,"07/07/2019","605,01"
"Carteira Cobrança Simples","CNF 178372388 / RC 178598158 / NFC-e 000021681",,"07/07/2019","0,01"
"Carteira Cobrança Simples","CNF 180641992 / NFC-e 000026549",,"16/07/2019","1589,19"
"Carteira Cobrança Simples","CNF 185030915 / NFC-e 000022088 / RC 184495061",,"17/07/2019","0,01"
"Carteira Cobrança Simples","CNF 186355693 / NFe 000026992",,"17/07/2019","937,21"
"Carteira Cobrança Simples","CNF 193344620 / NFe 000027001",,"18/07/2019","39,5"
"Carteira Cobrança Simples","CNF 193344725 / NFC-e 000026731",,"18/07/2019","340"
"Carteira Cobrança Simples","CNF 193344765 / RC 287692757 / NFC-e 000022138",,"18/07/2019","0,01"
"Carteira Cobrança Simples","CNF 196176505 / RC 200030877 / NFC-e 000022397",,"18/07/2019","0,01"
"Carteira Cobrança Simples","CNF 198764342 / NFe 000027004",,"18/07/2019","1200"
"Carteira Cobrança Simples","CNF 201690844 / NFC-e 000026783",,"19/07/2019","725,57"
"Carteira Cobrança Simples","CNF 205903851 / RC 209711362 / NFC-e 000022411",,"19/07/2019","0,01"
"Carteira Cobrança Simples","CNF 206068307 / NFC-e 000027083",,"19/07/2019","1986,49"
"Carteira Cobrança Simples","CNF 206261478 / NFC-e 000010790",,"19/07/2019","1323,3"
"Carteira Cobrança Simples","CNF 206715581 / RC 215494034 / NFC-e 000022225",,"20/07/2019","0,01"
"Carteira Cobrança Simples","CNF 207160174 / NFe 000013058",,"20/07/2019","995"
"Carteira Cobrança Simples","CNF 209504642 / NFC-e 000026797",,"19/07/2019","430,2"
"Carteira Cobrança Simples","CNF 215866810 / NFC-e 000027049",,"20/07/2019","711,06"
"Carteira Cobrança Simples","CNF 216877654 / NFC-e 000022303",,"21/07/2019","600"
"Carteira Cobrança Simples","CNF 216983963 / NFC-e 000008832",,"20/07/2019","1293,77"
"Carteira Cobrança Simples","CNF 216984128 / NFC-e 000022247",,"20/07/2019","528,71"
"Carteira Cobrança Simples","CNF 217302285 / RC 218189627 / NFC-e 000022255",,"20/07/2019","0,01"
"Carteira Cobrança Simples","CNF 217446178 / RC 220084249 / NFC-e 000022269",,"21/07/2019","144,92"
"Carteira Cobrança Simples","CNF 217446357 / RC 221711404 / NFC-e 000022460",,"21/07/2019","1126,34"
"Carteira Cobrança Simples","CNF 218237812 / NFC-e 000026845",,"21/07/2019","150"
"Carteira Cobrança Simples","CNF 218237947 / NFe 000027010",,"21/07/2019","207,78"
"Carteira Cobrança Simples","CNF 220775357 / RC 227712253 / RC 227550044 / NFC-e 000022309",,"22/07/2019","0,01"
"Carteira Cobrança Simples","CNF 220811010 / RC 219988188 / NFC-e 000022467",,"21/07/2019","50"
"Carteira Cobrança Simples","CNF 221210272 / NFC-e 000026874",,"21/07/2019","1500"
"Carteira Cobrança Simples","CNF 221210461 / NFC-e 000022301 / RC 223738759",,"22/07/2019","0,01"
"Carteira Cobrança Simples","CNF 222636344 / NFe 000027013",,"22/07/2019","399,33"
"Carteira Cobrança Simples","CNF 223978322 / NFC-e 000026928",,"22/07/2019","711,06"
"Carteira Cobrança Simples","CNF 233941529 / NFe 000027015",,"23/07/2019","70,67"
"Carteira Cobrança Simples","CNF 233941612 / NFC-e 000026938",,"23/07/2019","1191,9"
"Carteira Cobrança Simples","CNF 234102014 / RC 235376063 / NFC-e 000022492",,"23/07/2019","0,01"
"Carteira Cobrança Simples","CNF 242018200 / RC 243238125 / NFC-e 000022381",,"24/07/2019","0,02"
"Carteira Cobrança Simples","CNF 242438698 / NFC-e 000027000",,"25/07/2019","2323,46"
"Carteira Cobrança Simples","CNF 244364243 / NFe 000027028",,"25/07/2019","10"
"Carteira Cobrança Simples","CNF 247069841 / NFC-e 000027121",,"25/07/2019","340"
"Carteira Cobrança Simples","CNF 248256561 / NFC-e 000027045",,"25/07/2019","1477,13"
"Carteira Cobrança Simples","CNF 252820833 / RC 253449431 / NFC-e 000022529",,"25/07/2019","0,01"
"Carteira Cobrança Simples","CNF 252820945 / NFC-e 000022542",,"26/07/2019","80"
"Carteira Cobrança Simples","CNF 253046524 / NFC-e 000027044",,"25/07/2019","447,21"
"Carteira Cobrança Simples","CNF 253892951 / NFC-e 000027082",,"26/07/2019","300"
"Carteira Cobrança Simples","CNF 256497858 / NFC-e 000027116",,"27/07/2019","1405,83"
"Carteira Cobrança Simples","CNF 256497882 / RC 264359219 / NFC-e 000022444",,"27/07/2019","275"
"Carteira Cobrança Simples","CNF 257459546 / NFC-e 000022425 / RC 259846112",,"26/07/2019","0,01"
"Carteira Cobrança Simples","CNF 259236940 / RC 265614584 / NFC-e 000022445",,"27/07/2019","810,17"
"Carteira Cobrança Simples","CNF 259851021 / RC 265481051 / NFC-e 000022447",,"27/07/2019","0,01"
"Carteira Cobrança Simples","CNF 265861630 / NFC-e 000010621",,"27/07/2019","1497,51"
"Carteira Cobrança Simples","CNF 266759134 / NFC-e 000022478 / RC 330066977 / RC 330067054",,"28/07/2019","0,02"
"Carteira Cobrança Simples","CNF 267337934 / NFe 000013047",,"27/07/2019","595"
"Carteira Cobrança Simples","CNF 269948690 / NFC-e 000022477 / RC 365591674",,"28/07/2019","0,01"
"Carteira Cobrança Simples","CNF 276860927 / NFC-e 000027257",,"29/07/2019","1049,28"
"Carteira Cobrança Simples","CNF 278432053 / NFC-e 000011237",,"30/07/2019","877,69"
"Carteira Cobrança Simples","CNF 281400092 / NFC-e 000027253",,"30/07/2019","1136,8"
"Carteira Cobrança Simples","CNF 281400214 / NFC-e 000027250",,"30/07/2019","2226,65"
"Carteira Cobrança Simples","CNF 287047477 / NFC-e 000022552 / RC 400510987",,"30/07/2019","0,01"
"Carteira Cobrança Simples","CNF 301673012 / RC 317506630 / NFC-e 000022420",,"26/07/2019","100,01"
"Carteira Cobrança Simples","CNF 310346636 / RC 313208841 / NFC-e 000022143",,"18/07/2019","402,83"
"Carteira Cobrança Simples","CNF 334365149 / NFC-e 000022616 / RC 273510993",,"29/07/2019","128"
"Carteira Cobrança Simples","CNF 373988853 / NFe 000027037",,"29/07/2019","99"
"Carteira Cobrança Simples","CNF 397415390 / NFC-e 000027249",,"30/07/2019","711,06"
"Carteira Cobrança Simples","CNF 404470414 / RC 412242626 / NFC-e 000022641",,"31/07/2019","0,01"
"Carteira Cobrança Simples","CNF 405194149 / NFe 000027045",,"31/07/2019","399,33"
"Carteira Cobrança Simples","CNF 408907363 / NFC-e 000027342",,"31/07/2019","1992,22"
"Carteira Cobrança Simples","CNF 414146403 / RC 416763074 / NFC-e 000022663",,"31/07/2019","0,01"
"Carteira Cobrança Simples","CNF 1354966978 / NFe 000026982",,"13/07/2019","697,82"
